ID,AGEP,SCHL,OCCP,SEX,RAC1P,PINCP
12912,52.0,20.0,140.0,1.0,1.0,160000.0
12913,17.0,14.0,4110.0,2.0,1.0,10400.0
12914,29.0,16.0,4622.0,2.0,1.0,48000.0
12915,77.0,21.0,2040.0,1.0,1.0,335000.0
12916,51.0,19.0,2040.0,1.0,1.0,11000.0
12917,58.0,21.0,2360.0,2.0,1.0,10800.0
12918,69.0,19.0,7905.0,1.0,1.0,52400.0
12919,57.0,16.0,4720.0,1.0,1.0,46000.0
12920,58.0,22.0,2330.0,2.0,1.0,36000.0
12921,40.0,20.0,710.0,2.0,1.0,46000.0
12922,76.0,16.0,8335.0,1.0,1.0,9400.0
12923,54.0,22.0,230.0,2.0,1.0,142000.0
12924,54.0,19.0,440.0,1.0,1.0,130000.0
12925,55.0,20.0,9050.0,2.0,1.0,1900.0
12926,55.0,22.0,9030.0,1.0,1.0,146200.0
12927,64.0,19.0,4810.0,1.0,1.0,110000.0
12928,62.0,20.0,565.0,1.0,1.0,72470.0
12929,37.0,17.0,4220.0,1.0,1.0,20000.0
12930,35.0,19.0,4220.0,2.0,1.0,10700.0
12931,58.0,21.0,4920.0,1.0,1.0,45000.0
12932,21.0,20.0,6230.0,1.0,1.0,30000.0
12933,35.0,20.0,3645.0,2.0,1.0,45000.0
12934,70.0,16.0,4720.0,2.0,1.0,64400.0
12935,52.0,21.0,5240.0,2.0,1.0,13500.0
12936,51.0,22.0,710.0,1.0,1.0,201000.0
12937,20.0,16.0,4252.0,1.0,1.0,14400.0
12938,31.0,16.0,4030.0,2.0,1.0,8000.0
12939,39.0,16.0,220.0,1.0,1.0,140000.0
12940,63.0,12.0,8140.0,1.0,1.0,50000.0
12941,48.0,19.0,3645.0,2.0,1.0,52000.0
12942,42.0,21.0,102.0,1.0,9.0,96000.0
12943,42.0,21.0,4600.0,2.0,1.0,2400.0
12944,23.0,16.0,3603.0,2.0,1.0,40000.0
12945,58.0,16.0,220.0,1.0,1.0,150000.0
12946,56.0,19.0,3545.0,2.0,1.0,20000.0
12947,19.0,16.0,4350.0,1.0,1.0,7500.0
12948,42.0,22.0,4600.0,2.0,1.0,12000.0
12949,47.0,18.0,7360.0,1.0,1.0,80000.0
12950,17.0,14.0,3960.0,2.0,1.0,2000.0
12951,72.0,20.0,2145.0,2.0,1.0,55500.0
12952,28.0,18.0,4350.0,2.0,1.0,24500.0
12953,43.0,19.0,8990.0,1.0,9.0,36000.0
12954,58.0,23.0,3000.0,1.0,1.0,85400.0
12955,25.0,22.0,2320.0,2.0,1.0,12000.0
12956,53.0,20.0,5740.0,2.0,6.0,87000.0
12957,74.0,22.0,410.0,1.0,1.0,335600.0
12958,57.0,24.0,2205.0,2.0,1.0,96700.0
12959,34.0,19.0,4720.0,2.0,1.0,25500.0
12960,66.0,21.0,1006.0,1.0,1.0,137000.0
12961,38.0,21.0,3960.0,1.0,9.0,93000.0
12962,31.0,21.0,3960.0,2.0,9.0,53000.0
12963,29.0,20.0,4000.0,1.0,6.0,80000.0
12964,78.0,18.0,6200.0,1.0,1.0,38100.0
12965,50.0,16.0,4020.0,1.0,1.0,27500.0
12966,46.0,19.0,710.0,1.0,1.0,192000.0
12967,22.0,16.0,6515.0,1.0,1.0,12200.0
12968,69.0,23.0,2100.0,1.0,1.0,75200.0
12969,56.0,21.0,4530.0,1.0,1.0,34200.0
12970,63.0,21.0,5310.0,2.0,3.0,18000.0
12971,34.0,24.0,1760.0,1.0,1.0,110000.0
12972,34.0,21.0,5240.0,2.0,1.0,82000.0
12973,62.0,18.0,4220.0,2.0,1.0,11950.0
12974,30.0,19.0,7315.0,1.0,6.0,70000.0
12975,26.0,16.0,5240.0,2.0,1.0,28800.0
12976,36.0,21.0,2710.0,1.0,1.0,50000.0
12977,55.0,20.0,810.0,1.0,1.0,150000.0
12978,48.0,21.0,2310.0,2.0,1.0,8000.0
12979,60.0,16.0,3602.0,2.0,1.0,260.0
12980,72.0,13.0,4220.0,1.0,1.0,30100.0
12981,71.0,21.0,1555.0,1.0,6.0,26400.0
12982,37.0,14.0,5400.0,2.0,1.0,4900.0
12983,23.0,14.0,205.0,1.0,1.0,1000.0
12984,32.0,16.0,6230.0,1.0,1.0,17500.0
12985,37.0,19.0,5240.0,1.0,1.0,56000.0
12986,46.0,16.0,6442.0,1.0,1.0,90000.0
12987,33.0,19.0,2545.0,2.0,1.0,13000.0
12988,40.0,16.0,9130.0,1.0,1.0,40000.0
12989,20.0,16.0,7040.0,1.0,1.0,86000.0
12990,21.0,18.0,4600.0,2.0,1.0,2700.0
12991,47.0,9.0,6050.0,1.0,1.0,25000.0
12992,42.0,9.0,6050.0,2.0,1.0,25000.0
12993,19.0,16.0,4020.0,1.0,1.0,15000.0
12994,51.0,19.0,5710.0,2.0,1.0,55000.0
12995,49.0,16.0,5550.0,1.0,1.0,75800.0
12996,59.0,19.0,4710.0,1.0,1.0,96000.0
12997,68.0,20.0,2545.0,1.0,1.0,3000.0
12998,62.0,21.0,9130.0,2.0,1.0,55800.0
12999,23.0,19.0,5400.0,2.0,1.0,28000.0
13000,20.0,18.0,2300.0,1.0,1.0,30000.0
13001,58.0,18.0,350.0,1.0,1.0,102000.0
13002,58.0,18.0,5940.0,1.0,1.0,73000.0
13003,25.0,21.0,5240.0,2.0,1.0,26000.0
13004,38.0,21.0,5740.0,2.0,1.0,7000.0
13005,52.0,18.0,3603.0,2.0,1.0,25600.0
13006,60.0,16.0,160.0,1.0,1.0,35200.0
13007,36.0,18.0,3930.0,1.0,1.0,1000.0
13008,69.0,22.0,2300.0,2.0,1.0,19900.0
13009,34.0,19.0,5860.0,2.0,1.0,36000.0
13010,33.0,21.0,1460.0,1.0,1.0,90000.0
13011,57.0,18.0,3645.0,1.0,9.0,55200.0
13012,43.0,15.0,3645.0,2.0,2.0,41900.0
13013,54.0,21.0,7200.0,1.0,1.0,170000.0
13014,55.0,22.0,4600.0,2.0,1.0,16000.0
13015,22.0,21.0,2905.0,2.0,1.0,2500.0
13016,19.0,19.0,5400.0,2.0,1.0,3600.0
13017,18.0,14.0,2350.0,1.0,1.0,380.0
13018,55.0,21.0,4830.0,2.0,1.0,54800.0
13019,50.0,17.0,4760.0,2.0,1.0,80000.0
13020,52.0,19.0,220.0,1.0,1.0,102000.0
13021,66.0,24.0,1825.0,1.0,1.0,355000.0
13022,61.0,21.0,2320.0,2.0,1.0,10000.0
13023,24.0,21.0,2300.0,2.0,1.0,35000.0
13024,69.0,18.0,6200.0,1.0,1.0,53300.0
13025,63.0,23.0,6240.0,1.0,1.0,68400.0
13026,54.0,22.0,2310.0,2.0,2.0,65000.0
13027,27.0,16.0,2545.0,1.0,2.0,30000.0
13028,26.0,17.0,3930.0,1.0,2.0,35000.0
13029,23.0,21.0,3300.0,2.0,2.0,3000.0
13030,59.0,20.0,540.0,2.0,1.0,70100.0
13031,63.0,21.0,800.0,1.0,1.0,140100.0
13032,57.0,21.0,6200.0,1.0,1.0,423400.0
13033,50.0,18.0,4340.0,2.0,1.0,12000.0
13034,50.0,19.0,2320.0,2.0,1.0,5000.0
13035,56.0,16.0,8350.0,1.0,1.0,21100.0
13036,23.0,20.0,2350.0,1.0,1.0,800.0
13037,44.0,21.0,2014.0,2.0,1.0,38400.0
13038,48.0,17.0,220.0,2.0,2.0,71000.0
13039,35.0,18.0,4720.0,1.0,2.0,1200.0
13040,70.0,20.0,7340.0,1.0,1.0,36600.0
13041,44.0,22.0,1006.0,1.0,1.0,52000.0
13042,45.0,16.0,4110.0,2.0,1.0,45000.0
13043,18.0,14.0,9610.0,1.0,1.0,40000.0
13044,58.0,16.0,4600.0,2.0,1.0,1100.0
13045,33.0,22.0,2640.0,1.0,6.0,133000.0
13046,55.0,21.0,2600.0,1.0,1.0,120000.0
13047,44.0,22.0,2320.0,2.0,1.0,70000.0
13048,42.0,18.0,1010.0,1.0,1.0,170000.0
13049,46.0,23.0,1021.0,1.0,6.0,120000.0
13050,44.0,23.0,120.0,2.0,6.0,125000.0
13051,57.0,23.0,2100.0,1.0,1.0,18000.0
13052,35.0,19.0,4220.0,2.0,5.0,16200.0
13053,57.0,20.0,800.0,2.0,1.0,32000.0
13054,45.0,16.0,8990.0,2.0,6.0,36000.0
13055,42.0,17.0,1555.0,1.0,6.0,13100.0
13056,39.0,16.0,4400.0,2.0,6.0,30000.0
13057,44.0,20.0,2310.0,2.0,8.0,52700.0
13058,50.0,19.0,6520.0,1.0,1.0,77800.0
13059,23.0,18.0,4220.0,1.0,8.0,36400.0
13060,31.0,22.0,120.0,2.0,1.0,64000.0
13061,32.0,20.0,7010.0,1.0,1.0,60000.0
13062,61.0,24.0,2205.0,1.0,6.0,216200.0
13063,19.0,16.0,4720.0,1.0,9.0,4600.0
13064,32.0,22.0,2310.0,2.0,1.0,62000.0
13065,42.0,17.0,8810.0,1.0,1.0,63000.0
13066,37.0,21.0,2555.0,2.0,1.0,30000.0
13067,36.0,20.0,4760.0,1.0,1.0,39000.0
13068,39.0,16.0,9620.0,1.0,1.0,20000.0
13069,56.0,16.0,220.0,1.0,1.0,85000.0
13070,54.0,19.0,5550.0,2.0,1.0,77000.0
13071,20.0,16.0,6050.0,1.0,1.0,5400.0
13072,78.0,16.0,3602.0,2.0,1.0,5300.0
13073,49.0,21.0,1050.0,2.0,1.0,72150.0
13074,45.0,19.0,6230.0,1.0,1.0,56600.0
13075,43.0,22.0,2850.0,2.0,1.0,59000.0
13076,34.0,24.0,1760.0,1.0,8.0,200000.0
13077,34.0,24.0,1006.0,2.0,1.0,5000.0
13078,57.0,22.0,2830.0,2.0,1.0,36800.0
13079,66.0,23.0,3010.0,1.0,1.0,165600.0
13080,68.0,22.0,3310.0,2.0,1.0,20700.0
13081,48.0,19.0,5410.0,2.0,6.0,59000.0
13082,52.0,21.0,8750.0,1.0,1.0,33600.0
13083,47.0,21.0,300.0,1.0,1.0,180500.0
13084,23.0,21.0,440.0,2.0,1.0,43600.0
13085,60.0,20.0,5240.0,2.0,1.0,40000.0
13086,57.0,20.0,705.0,1.0,1.0,99000.0
13087,18.0,14.0,4140.0,1.0,1.0,3000.0
13088,71.0,20.0,4510.0,1.0,1.0,47300.0
13089,65.0,22.0,2360.0,2.0,1.0,20500.0
13090,24.0,16.0,4020.0,1.0,1.0,15200.0
13091,50.0,18.0,6260.0,1.0,1.0,35500.0
13092,48.0,16.0,5000.0,2.0,1.0,56000.0
13093,41.0,22.0,3258.0,2.0,1.0,77400.0
13094,42.0,21.0,1021.0,1.0,1.0,252000.0
13095,52.0,19.0,8030.0,1.0,6.0,60000.0
13096,51.0,18.0,7720.0,2.0,6.0,40000.0
13097,22.0,19.0,4110.0,2.0,6.0,10000.0
13098,44.0,22.0,51.0,2.0,6.0,300500.0
13099,36.0,21.0,3255.0,2.0,1.0,90000.0
13100,36.0,20.0,3605.0,1.0,1.0,55000.0
13101,30.0,18.0,8990.0,2.0,6.0,30000.0
13102,32.0,16.0,8990.0,1.0,8.0,35000.0
13103,41.0,24.0,1021.0,1.0,6.0,180000.0
13104,41.0,22.0,300.0,2.0,6.0,160000.0
13105,55.0,21.0,1105.0,2.0,1.0,75000.0
13106,47.0,20.0,4710.0,1.0,1.0,52000.0
13107,34.0,21.0,705.0,1.0,1.0,98000.0
13108,53.0,20.0,705.0,2.0,1.0,70000.0
13109,31.0,22.0,440.0,1.0,6.0,130000.0
13110,22.0,16.0,6230.0,1.0,1.0,6000.0
13111,22.0,16.0,4020.0,2.0,6.0,6300.0
13112,48.0,19.0,2025.0,1.0,3.0,40000.0
13113,69.0,16.0,8320.0,2.0,1.0,20500.0
13114,41.0,21.0,3310.0,2.0,1.0,22800.0
13115,36.0,21.0,4600.0,2.0,1.0,35810.0
13116,25.0,21.0,1021.0,1.0,1.0,221000.0
13117,27.0,22.0,3230.0,2.0,1.0,78000.0
13118,39.0,19.0,4720.0,2.0,1.0,18700.0
13119,30.0,16.0,5160.0,2.0,1.0,33200.0
13120,36.0,18.0,9620.0,1.0,1.0,33800.0
13121,61.0,22.0,9141.0,1.0,1.0,59000.0
13122,60.0,21.0,2545.0,2.0,1.0,23000.0
13123,28.0,22.0,1021.0,1.0,8.0,56700.0
13124,27.0,21.0,1021.0,1.0,8.0,45000.0
13125,59.0,20.0,4720.0,2.0,1.0,31000.0
13126,36.0,19.0,4965.0,2.0,2.0,11250.0
13127,59.0,22.0,705.0,1.0,1.0,232000.0
13128,47.0,15.0,3602.0,2.0,1.0,20000.0
13129,18.0,17.0,4020.0,1.0,1.0,12000.0
13130,33.0,20.0,4700.0,1.0,1.0,40000.0
13131,32.0,16.0,4055.0,2.0,1.0,25000.0
13132,25.0,16.0,705.0,2.0,1.0,60000.0
13133,45.0,19.0,5230.0,1.0,1.0,40000.0
13134,48.0,16.0,4760.0,2.0,1.0,10000.0
13135,37.0,21.0,350.0,2.0,1.0,102000.0
13136,37.0,18.0,4840.0,1.0,1.0,19000.0
13137,55.0,19.0,5550.0,1.0,1.0,45020.0
13138,41.0,16.0,9825.0,1.0,1.0,60000.0
13139,20.0,17.0,8140.0,1.0,1.0,37000.0
13140,40.0,16.0,6305.0,1.0,1.0,74000.0
13141,26.0,19.0,9620.0,1.0,2.0,12000.0
13142,32.0,23.0,3090.0,2.0,1.0,57000.0
13143,62.0,23.0,3090.0,1.0,1.0,536000.0
13144,64.0,19.0,5240.0,2.0,1.0,34900.0
13145,62.0,23.0,10.0,2.0,1.0,81000.0
13146,51.0,19.0,1530.0,1.0,1.0,60000.0
13147,27.0,20.0,6520.0,1.0,3.0,10000.0
13148,42.0,19.0,6442.0,1.0,1.0,34300.0
13149,40.0,20.0,2752.0,1.0,6.0,80000.0
13150,65.0,22.0,120.0,2.0,1.0,108700.0
13151,57.0,22.0,1021.0,1.0,1.0,95000.0
13152,56.0,22.0,300.0,2.0,1.0,556000.0
13153,73.0,19.0,8800.0,2.0,1.0,36600.0
13154,33.0,20.0,1240.0,1.0,1.0,48000.0
13155,26.0,19.0,3645.0,2.0,3.0,41800.0
13156,57.0,21.0,2310.0,2.0,1.0,110000.0
13157,25.0,15.0,5000.0,2.0,9.0,40000.0
13158,33.0,20.0,7640.0,1.0,1.0,62000.0
13159,32.0,20.0,630.0,2.0,1.0,25000.0
13160,41.0,22.0,10.0,2.0,1.0,80000.0
13161,42.0,22.0,1021.0,1.0,1.0,208000.0
13162,51.0,21.0,2310.0,2.0,1.0,86000.0
13163,61.0,21.0,10.0,1.0,1.0,82000.0
13164,61.0,16.0,6442.0,1.0,1.0,149000.0
13165,56.0,16.0,5740.0,2.0,1.0,750.0
13166,23.0,21.0,705.0,2.0,1.0,60000.0
13167,22.0,11.0,4055.0,1.0,1.0,12000.0
13168,32.0,21.0,3255.0,2.0,6.0,95000.0
13169,40.0,20.0,3645.0,1.0,6.0,30000.0
13170,49.0,24.0,1021.0,1.0,6.0,140000.0
13171,49.0,22.0,4760.0,2.0,6.0,120000.0
13172,59.0,19.0,3640.0,2.0,1.0,54000.0
13173,57.0,20.0,4720.0,2.0,1.0,18900.0
13174,31.0,16.0,8760.0,2.0,1.0,16900.0
13175,40.0,24.0,1650.0,1.0,6.0,170000.0
13176,33.0,23.0,3040.0,2.0,1.0,60000.0
13177,38.0,23.0,3090.0,1.0,1.0,536000.0
13178,38.0,21.0,1430.0,2.0,1.0,96530.0
13179,40.0,19.0,8990.0,1.0,1.0,7500.0
13180,47.0,20.0,2722.0,1.0,1.0,40000.0
13181,24.0,19.0,2722.0,2.0,1.0,30000.0
13182,46.0,21.0,850.0,2.0,1.0,49000.0
13183,47.0,16.0,20.0,1.0,1.0,59000.0
13184,18.0,14.0,4130.0,1.0,1.0,2600.0
13185,48.0,22.0,1822.0,2.0,1.0,77000.0
13186,37.0,22.0,110.0,1.0,6.0,178000.0
13187,26.0,21.0,310.0,2.0,1.0,18000.0
13188,62.0,19.0,530.0,2.0,1.0,86000.0
13189,56.0,18.0,9130.0,1.0,1.0,110000.0
13190,53.0,19.0,5140.0,2.0,1.0,40000.0
13191,58.0,21.0,110.0,2.0,6.0,216000.0
13192,57.0,12.0,9122.0,1.0,1.0,100000.0
13193,59.0,18.0,4200.0,2.0,1.0,59000.0
13194,23.0,20.0,3602.0,1.0,1.0,27000.0
13195,66.0,23.0,3090.0,1.0,1.0,319000.0
13196,44.0,19.0,5120.0,2.0,3.0,45000.0
13197,59.0,16.0,440.0,1.0,1.0,50000.0
13198,49.0,19.0,3603.0,2.0,1.0,16000.0
13199,41.0,9.0,7855.0,1.0,8.0,27000.0
13200,43.0,9.0,7855.0,2.0,8.0,16000.0
13201,42.0,16.0,4220.0,2.0,9.0,27000.0
13202,22.0,14.0,4220.0,1.0,9.0,28000.0
13203,40.0,19.0,3605.0,2.0,9.0,64000.0
13204,45.0,20.0,4000.0,1.0,1.0,114000.0
13205,44.0,21.0,4110.0,2.0,1.0,710.0
13206,72.0,21.0,4210.0,1.0,1.0,58000.0
13207,31.0,16.0,1551.0,1.0,1.0,77000.0
13208,29.0,16.0,5400.0,2.0,1.0,36000.0
13209,62.0,22.0,2040.0,2.0,1.0,60500.0
13210,60.0,22.0,2040.0,1.0,1.0,57350.0
13211,29.0,22.0,2040.0,1.0,1.0,19000.0
13212,49.0,20.0,5740.0,2.0,1.0,24000.0
13213,26.0,20.0,6230.0,1.0,1.0,25000.0
13214,53.0,15.0,4700.0,2.0,1.0,18500.0
13215,52.0,16.0,9130.0,1.0,1.0,33000.0
13216,29.0,21.0,2634.0,2.0,1.0,32400.0
13217,28.0,21.0,7330.0,1.0,1.0,76000.0
13218,36.0,19.0,6442.0,1.0,1.0,128000.0
13219,35.0,17.0,5110.0,2.0,1.0,60000.0
13220,70.0,20.0,205.0,1.0,1.0,101000.0
13221,49.0,21.0,4820.0,1.0,1.0,126000.0
13222,52.0,21.0,800.0,2.0,1.0,30000.0
13223,17.0,14.0,4130.0,1.0,1.0,12000.0
13224,34.0,21.0,40.0,1.0,1.0,73700.0
13225,52.0,19.0,4710.0,2.0,1.0,57700.0
13226,53.0,19.0,6230.0,1.0,1.0,212000.0
13227,52.0,9.0,5140.0,2.0,9.0,52360.0
13228,61.0,23.0,4600.0,2.0,1.0,32560.0
13229,49.0,17.0,9130.0,1.0,1.0,91000.0
13230,69.0,21.0,9620.0,1.0,1.0,35000.0
13231,39.0,13.0,6515.0,1.0,8.0,40000.0
13232,41.0,14.0,6260.0,1.0,3.0,130000.0
13233,40.0,23.0,2100.0,2.0,1.0,72000.0
13234,51.0,19.0,6230.0,1.0,1.0,150000.0
13235,50.0,19.0,230.0,2.0,1.0,55000.0
13236,63.0,16.0,5110.0,2.0,1.0,50440.0
13237,38.0,22.0,710.0,2.0,1.0,54030.0
13238,65.0,21.0,1305.0,1.0,1.0,335000.0
13239,60.0,19.0,3245.0,2.0,1.0,20000.0
13240,24.0,19.0,6115.0,2.0,1.0,800.0
13241,25.0,21.0,2040.0,1.0,1.0,21200.0
13242,31.0,21.0,440.0,1.0,1.0,202500.0
13243,50.0,19.0,9005.0,2.0,1.0,58000.0
13244,54.0,17.0,4700.0,1.0,1.0,27000.0
13245,23.0,16.0,3545.0,2.0,1.0,36000.0
13246,52.0,16.0,6330.0,1.0,1.0,30000.0
13247,47.0,16.0,4230.0,2.0,1.0,18300.0
13248,17.0,13.0,4140.0,1.0,1.0,9000.0
13249,44.0,19.0,7750.0,2.0,6.0,85000.0
13250,51.0,22.0,150.0,2.0,1.0,117000.0
13251,71.0,19.0,5240.0,2.0,1.0,38200.0
13252,46.0,21.0,800.0,1.0,1.0,36000.0
13253,41.0,19.0,52.0,1.0,1.0,60000.0
13254,21.0,21.0,3603.0,2.0,1.0,2500.0
13255,22.0,16.0,4251.0,1.0,1.0,26500.0
13256,53.0,18.0,5740.0,2.0,1.0,32000.0
13257,27.0,20.0,5240.0,1.0,1.0,18000.0
13258,57.0,20.0,310.0,1.0,1.0,60000.0
13259,59.0,22.0,1840.0,2.0,1.0,75000.0
13260,31.0,19.0,9810.0,1.0,9.0,70400.0
13261,75.0,19.0,9130.0,1.0,1.0,71500.0
13262,67.0,16.0,9130.0,2.0,1.0,42800.0
13263,63.0,21.0,8255.0,1.0,6.0,36500.0
13264,64.0,19.0,4130.0,2.0,6.0,25400.0
13265,35.0,19.0,2205.0,1.0,1.0,17000.0
13266,28.0,20.0,2300.0,2.0,1.0,25000.0
13267,33.0,16.0,3603.0,1.0,6.0,35000.0
13268,36.0,18.0,4510.0,2.0,1.0,39600.0
13269,54.0,16.0,6200.0,1.0,1.0,65000.0
13270,53.0,21.0,4700.0,2.0,1.0,123000.0
13271,64.0,19.0,630.0,2.0,1.0,68400.0
13272,62.0,20.0,1545.0,1.0,1.0,76400.0
13273,39.0,16.0,5110.0,2.0,1.0,55000.0
13274,33.0,21.0,4920.0,2.0,1.0,42000.0
13275,42.0,19.0,4760.0,1.0,1.0,9000.0
13276,34.0,21.0,5740.0,2.0,1.0,42500.0
13277,32.0,20.0,160.0,1.0,9.0,63400.0
13278,35.0,19.0,960.0,2.0,1.0,65000.0
13279,46.0,18.0,9040.0,1.0,1.0,125000.0
13280,27.0,22.0,2545.0,1.0,1.0,25000.0
13281,27.0,19.0,8810.0,1.0,1.0,45000.0
13282,27.0,18.0,4700.0,1.0,1.0,68000.0
13283,65.0,21.0,3603.0,2.0,6.0,31200.0
13284,77.0,18.0,205.0,1.0,1.0,154200.0
13285,64.0,24.0,2205.0,1.0,6.0,150000.0
13286,59.0,21.0,4840.0,2.0,1.0,4000.0
13287,24.0,19.0,6260.0,1.0,9.0,4000.0
13288,28.0,16.0,9720.0,1.0,1.0,30000.0
13289,50.0,20.0,1050.0,1.0,1.0,125000.0
13290,47.0,20.0,4710.0,2.0,1.0,28000.0
13291,18.0,14.0,4055.0,1.0,1.0,5800.0
13292,65.0,19.0,600.0,1.0,1.0,72000.0
13293,55.0,16.0,5150.0,2.0,1.0,100000.0
13294,25.0,22.0,2001.0,2.0,6.0,70000.0
13295,25.0,22.0,1305.0,1.0,1.0,2100.0
13296,33.0,21.0,1021.0,1.0,1.0,50450.0
13297,29.0,21.0,5000.0,2.0,1.0,61000.0
13298,55.0,19.0,4540.0,2.0,1.0,33000.0
13299,56.0,17.0,9142.0,1.0,1.0,90000.0
13300,38.0,22.0,2014.0,2.0,1.0,90000.0
13301,39.0,18.0,7020.0,1.0,1.0,44000.0
13302,24.0,16.0,4600.0,2.0,1.0,30000.0
13303,29.0,18.0,4350.0,2.0,1.0,700.0
13304,30.0,20.0,5600.0,1.0,1.0,41000.0
13305,51.0,20.0,2910.0,2.0,1.0,30000.0
13306,60.0,18.0,2545.0,2.0,1.0,25020.0
13307,53.0,19.0,3740.0,1.0,1.0,100000.0
13308,58.0,3.0,9620.0,1.0,6.0,32000.0
13309,52.0,3.0,4510.0,2.0,6.0,43000.0
13310,21.0,21.0,1010.0,2.0,6.0,36000.0
13311,45.0,21.0,2300.0,2.0,1.0,33000.0
13312,47.0,19.0,1541.0,1.0,1.0,72000.0
13313,33.0,17.0,5740.0,1.0,1.0,60000.0
13314,32.0,16.0,750.0,2.0,1.0,37000.0
13315,52.0,21.0,4700.0,2.0,1.0,30000.0
13316,56.0,21.0,2011.0,2.0,1.0,48000.0
13317,44.0,16.0,4760.0,2.0,1.0,19200.0
13318,59.0,20.0,2830.0,1.0,6.0,70100.0
13319,57.0,17.0,4510.0,2.0,6.0,40000.0
13320,35.0,20.0,1050.0,1.0,6.0,40010.0
13321,37.0,21.0,3255.0,2.0,1.0,50000.0
13322,39.0,21.0,3740.0,1.0,1.0,81000.0
13323,30.0,17.0,4220.0,1.0,1.0,38000.0
13324,28.0,20.0,3603.0,2.0,5.0,35000.0
13325,42.0,21.0,2865.0,1.0,1.0,65000.0
13326,27.0,21.0,1050.0,2.0,1.0,25000.0
13327,41.0,20.0,3255.0,1.0,1.0,25000.0
13328,75.0,11.0,5110.0,2.0,1.0,16700.0
13329,76.0,16.0,4200.0,1.0,1.0,44700.0
13330,56.0,20.0,1021.0,2.0,1.0,63000.0
13331,29.0,21.0,7020.0,1.0,1.0,28500.0
13332,44.0,21.0,4720.0,2.0,6.0,30000.0
13333,44.0,19.0,5410.0,1.0,6.0,54000.0
13334,37.0,16.0,9130.0,1.0,6.0,24000.0
13335,58.0,22.0,2310.0,1.0,1.0,104000.0
13336,57.0,22.0,3230.0,2.0,1.0,96000.0
13337,31.0,18.0,9645.0,1.0,1.0,30000.0
13338,31.0,19.0,9645.0,2.0,1.0,25000.0
13339,34.0,19.0,2145.0,2.0,1.0,19000.0
13340,23.0,17.0,4110.0,2.0,1.0,8000.0
13341,63.0,20.0,800.0,2.0,1.0,89000.0
13342,32.0,21.0,800.0,1.0,1.0,170800.0
13343,30.0,1.0,3820.0,1.0,1.0,47000.0
13344,29.0,21.0,4760.0,1.0,1.0,80000.0
13345,22.0,21.0,1021.0,1.0,1.0,61010.0
13346,53.0,19.0,220.0,1.0,1.0,87000.0
13347,54.0,22.0,2320.0,2.0,1.0,86000.0
13348,39.0,17.0,4850.0,2.0,9.0,63000.0
13349,41.0,17.0,8990.0,1.0,1.0,42600.0
13350,21.0,17.0,9600.0,1.0,9.0,10400.0
13351,52.0,22.0,51.0,1.0,1.0,106000.0
13352,41.0,19.0,4030.0,1.0,1.0,25000.0
13353,48.0,19.0,4230.0,2.0,1.0,16900.0
13354,22.0,13.0,4055.0,1.0,1.0,24000.0
13355,20.0,14.0,4230.0,2.0,1.0,14400.0
13356,63.0,16.0,4760.0,2.0,1.0,28100.0
13357,48.0,21.0,2001.0,2.0,1.0,44800.0
13358,17.0,17.0,5240.0,2.0,1.0,6100.0
13359,77.0,24.0,2205.0,1.0,1.0,162100.0
13360,26.0,21.0,1910.0,2.0,1.0,60000.0
13361,26.0,21.0,5860.0,2.0,1.0,35000.0
13362,42.0,21.0,4850.0,1.0,1.0,50000.0
13363,53.0,16.0,4521.0,2.0,6.0,540.0
13364,53.0,16.0,4020.0,1.0,6.0,12000.0
13365,24.0,20.0,9620.0,1.0,6.0,2700.0
13366,41.0,21.0,3255.0,1.0,1.0,75000.0
13367,44.0,21.0,20.0,2.0,1.0,115000.0
13368,23.0,21.0,9645.0,1.0,1.0,1500.0
13369,56.0,20.0,6305.0,2.0,1.0,95000.0
13370,23.0,16.0,5350.0,2.0,1.0,30000.0
13371,36.0,21.0,1530.0,1.0,1.0,100000.0
13372,41.0,22.0,3261.0,2.0,1.0,45400.0
13373,73.0,21.0,2310.0,2.0,1.0,82500.0
13374,64.0,16.0,4760.0,2.0,1.0,30200.0
13375,27.0,17.0,4150.0,2.0,3.0,21300.0
13376,31.0,18.0,6230.0,1.0,3.0,5000.0
13377,37.0,23.0,3090.0,1.0,1.0,300000.0
13378,40.0,21.0,4850.0,1.0,1.0,135000.0
13379,39.0,21.0,4850.0,2.0,1.0,135000.0
13380,60.0,12.0,6200.0,1.0,1.0,60400.0
13381,49.0,1.0,6240.0,1.0,1.0,44000.0
13382,53.0,19.0,6240.0,2.0,1.0,44000.0
13383,47.0,17.0,9620.0,2.0,1.0,44000.0
13384,47.0,16.0,6260.0,1.0,1.0,90000.0
13385,23.0,17.0,7260.0,1.0,1.0,15000.0
13386,27.0,21.0,1460.0,1.0,1.0,69770.0
13387,30.0,21.0,4600.0,2.0,1.0,18000.0
13388,30.0,21.0,2300.0,2.0,9.0,7200.0
13389,30.0,19.0,2300.0,1.0,9.0,38000.0
13390,42.0,21.0,20.0,1.0,1.0,100000.0
13391,36.0,22.0,3230.0,2.0,1.0,20000.0
13392,55.0,18.0,9141.0,1.0,2.0,29620.0
13393,54.0,18.0,3500.0,2.0,2.0,45000.0
13394,26.0,21.0,630.0,1.0,2.0,35000.0
13395,38.0,21.0,2011.0,1.0,1.0,49000.0
